	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000062822	44.4553681837033	-1.67548824829911	0.137383955182295	-12.1956617574148	3.27829900159836e-34	2.13253350053973e-31
ENSMUSG00000050141	22.2987690075303	-5.55446209485984	0.455755945754902	-12.1873606841477	3.62987909321147e-34	2.23696075275858e-31
ENSMUSG00000037461	631.250077294763	-0.683056303473182	0.0563469535244228	-12.1223289059828	8.04403406038226e-34	4.70937974065079e-31
ENSMUSG00000026697	40.0544102167486	-3.76513653247291	0.313067039644373	-12.0266142892267	2.57505502853916e-33	1.43577711091262e-30
ENSMUSG00000054579	41.2700744829243	2.13177106818796	0.17828225808392	11.9572810614981	5.94776345460479e-33	3.16556192227125e-30
ENSMUSG00000032343	24.6844188101435	-3.1074885535152	0.26621038047352	-11.6730555284425	1.75022039539875e-31	8.91014374335822e-29
ENSMUSG00000030704	92.5093396506025	1.80929411504249	0.155148941823868	11.6616593949863	2.00104068219565e-31	9.76257722826201e-29
ENSMUSG00000030255	105.138195163625	-1.30574784005996	0.115535262741922	-11.3017256296607	1.28664540107133e-29	6.02613240045767e-27
ENSMUSG00000068299	16.5664090321793	-2.96081322116354	0.267384420519876	-11.0732450881275	1.6916180133854e-28	7.61813666104985e-26
ENSMUSG00000039452	87.5099217804427	-1.24468871957643	0.113397230297868	-10.9763590901376	4.96534852839819e-28	2.15330614514868e-25
ENSMUSG00000056592	205.258145124519	1.13320533252927	0.104364024914125	10.8581988234137	1.82309550919221e-27	7.62379475611842e-25
ENSMUSG00000005142	494.660500855262	-0.662823589555211	0.0614177240020732	-10.7920571842232	3.75293248920897e-27	1.51527884538441e-24
ENSMUSG00000036339	51.9402045259711	-1.2331474594394	0.118685172811157	-10.3900717354264	2.75146089306298e-25	1.07389518656248e-22
ENSMUSG00000074715	28.6550177361378	-2.8004195934244	0.269751880929557	-10.3814645657863	3.01119834336154e-25	1.13735875491678e-22
ENSMUSG00000054354	16.8446939877479	-6.61235739972729	0.643108025682173	-10.281876660944	8.50550860741444e-25	3.11221875888174e-22
ENSMUSG00000026385	12.961678599385	-4.20412417140529	0.410604036107989	-10.2388768782088	1.32768614658555e-24	4.71087184556674e-22
ENSMUSG00000078485	116.217766984676	-1.09882705166635	0.107581472234134	-10.2139060643725	1.71806077352762e-24	5.91669811683379e-22
ENSMUSG00000044676	475.870852561618	0.523858381330186	0.0513423986699124	10.2032315377033	1.91782995351624e-24	6.41596312163474e-22
ENSMUSG00000054123	14.4501656257916	4.01991495413361	0.395253177885167	10.1704810462056	2.68578935160363e-24	8.7355298660908e-22
ENSMUSG00000074634	154.361698027037	-1.43455206098396	0.141760137357169	-10.1195730176923	4.52384794304857e-24	1.43161447473394e-21
ENSMUSG00000027855	11.9377296636521	6.86069728553384	0.681680542153517	10.0643877319133	7.93796981706496e-24	2.44593917336878e-21
ENSMUSG00000020629	152.209506974074	1.20578303683469	0.120714093660862	9.98875110823643	1.70719019112485e-23	5.12551024304636e-21
ENSMUSG00000033826	20.2883417399405	2.30572579825638	0.231392946082725	9.96454661773508	2.1786560737594e-23	6.37747099191221e-21
ENSMUSG00000042210	151.627662715573	-1.11655549691534	0.113369153026474	-9.84884747841948	6.93344511872985e-23	1.98009046085873e-20
ENSMUSG00000074252	12.5718930444525	-5.09196023085029	0.519000730461278	-9.81108490218241	1.00878079870615e-22	2.81233675525008e-20
ENSMUSG00000068921	411.930840474281	-0.569650288125395	0.0590656635983995	-9.6443560170351	5.19361467770564e-22	1.41423335491292e-19
ENSMUSG00000024026	618.249558611903	0.987593609518687	0.102454909846595	9.63929997105461	5.45587559223649e-22	1.45188289339766e-19
ENSMUSG00000021510	118.285125072809	1.53672260114319	0.161765674057129	9.49968285979191	2.10530489106727e-21	5.47800332655703e-19
ENSMUSG00000052430	92.0493871713068	-0.917500324035324	0.0970293555941965	-9.45590453957628	3.20241012380308e-21	8.15152611730658e-19
ENSMUSG00000022066	164.165204041591	-0.940272011785554	0.100641882312777	-9.34275065388138	9.38633112854728e-21	2.33839470604596e-18
ENSMUSG00000058761	912.107726252908	-0.470340965042182	0.050606997162109	-9.29399078027773	1.48609300939761e-20	3.62513813479929e-18
ENSMUSG00000035239	46.1412281859949	1.17134414618828	0.126320775310588	9.27277514967956	1.81364475326865e-20	4.33387069714746e-18
ENSMUSG00000078486	45.9012689536907	-1.4663074062895	0.158222044552104	-9.26740272153815	1.90733725731074e-20	4.46660238917028e-18
ENSMUSG00000060224	38.1556749083678	1.74589826077019	0.191139077898323	9.13417747938982	6.59058528669355e-20	1.51312084552735e-17
ENSMUSG00000041748	12.2777639577827	4.46583788211699	0.489153080986951	9.12973475114659	6.86673293438535e-20	1.54620338324458e-17
ENSMUSG00000029816	8.88059841136512	-3.88332413321926	0.429742441717355	-9.03639891303394	1.6191796984402e-19	3.51092131278451e-17
ENSMUSG00000033488	14.4556841882696	-2.47668213685064	0.274021078500772	-9.03829059574944	1.59140837113306e-19	3.51092131278451e-17
ENSMUSG00000055917	64.7838036280911	-1.12321433022311	0.125405499883477	-8.95665924753514	3.34663952758435e-19	7.12469131427003e-17
ENSMUSG00000071984	45.706872002321	1.53289185968663	0.173199104433429	8.85046065740954	8.71587851205238e-19	1.82239681245752e-16
ENSMUSG00000006403	339.598479765786	-1.11731742727846	0.127179398816082	-8.7853649072067	1.55857753675772e-18	3.20164638208704e-16
ENSMUSG00000000792	104.244037808924	-0.945993400796883	0.108222115449435	-8.74122074650155	2.30604929305091e-18	4.65543640902296e-16
ENSMUSG00000069911	126.291374705978	1.40430792314978	0.161158086887945	8.71385327455645	2.93716487043753e-18	5.82902770643272e-16
ENSMUSG00000045498	118.66110982012	1.24247008254219	0.142624168141239	8.71149748836243	2.99886438136124e-18	5.85228384022647e-16
ENSMUSG00000040629	16.0185218604604	5.58477854249933	0.641406422829358	8.70708234860492	3.11796577333028e-18	5.98496085900398e-16
ENSMUSG00000038274	16.254741600021	2.30420937019481	0.266547898156342	8.64463530244496	5.39774197092517e-18	1.01938968931553e-15
ENSMUSG00000037578	9.36709424029228	-3.34043246955321	0.391806437171337	-8.52572125580581	1.51860562310744e-17	2.8224370223754e-15
ENSMUSG00000019232	111.451475530117	-1.97602250516213	0.233526606579341	-8.46165896942785	2.63600422295979e-17	4.8226521010369e-15
ENSMUSG00000039246	67.9775609370713	1.13360691431089	0.134178225670431	8.44851620780304	2.95028305284902e-17	5.26632269973857e-15
ENSMUSG00000073673	15.0478369258553	-2.19399491537363	0.259712021570661	-8.44779884313788	2.96846270546371e-17	5.26632269973857e-15
ENSMUSG00000045968	8.04186970915508	-3.28242544245617	0.39623456166946	-8.28404626952856	1.19059317853532e-16	2.08069485484628e-14
ENSMUSG00000021750	442.947846502636	-0.827663752222107	0.0999536172493044	-8.28047823579758	1.2268159022518e-16	2.11246873521564e-14
ENSMUSG00000035686	108.330220074847	-1.04155454652349	0.126522344909083	-8.23217865011855	1.83838805365597e-16	3.1196645971388e-14
ENSMUSG00000032340	1965.9539042479	0.404232732310229	0.0493598896145225	8.18949830453627	2.62317323291521e-16	4.32601906819777e-14
ENSMUSG00000046402	83.7596912080564	-1.06927286730195	0.130560850340323	-8.1898430081817	2.61567139907488e-16	4.32601906819777e-14
ENSMUSG00000035349	5.21158162864702	5.71482855032107	0.707929053059286	8.07260067322378	6.88163886541648e-16	1.11912652048836e-13
ENSMUSG00000074361	7.2283867075706	-3.51977660357488	0.444820247847123	-7.91280662382205	2.51650088318098e-15	4.03639847139261e-13
ENSMUSG00000029729	800.868400193531	0.625327052207129	0.0791620117821025	7.89933249711204	2.80400972844992e-15	4.43677701492164e-13
ENSMUSG00000022620	409.910255369877	0.613340668229696	0.0777479534875198	7.88883360548069	3.05023890655491e-15	4.76203298091353e-13
ENSMUSG00000073476	56.2047639044438	-1.02402049710699	0.130085126877772	-7.87192603555026	3.49222617895838e-15	5.3803258328189e-13
ENSMUSG00000028331	23.4389022087252	-1.37622085358863	0.176333800892113	-7.80463442984851	5.96742676890282e-15	9.07436364117963e-13
ENSMUSG00000038422	14.6116485734917	2.06937850188813	0.265556620038996	7.79260747325466	6.56402963681627e-15	9.85361833557458e-13
ENSMUSG00000072982	6.1591474893563	-5.17217791800469	0.665726294180142	-7.76922582632004	7.89672720394492e-15	1.17041492191128e-12
ENSMUSG00000046101	6.71536062182725	-4.01724960189266	0.521618390905325	-7.70151066744463	1.34466947478329e-14	1.9680918600297e-12
ENSMUSG00000024114	9.14815636308566	3.31684676620494	0.432380706848184	7.67112573172591	1.70493318684968e-14	2.43451983961254e-12
ENSMUSG00000072620	10.6975417047557	-2.16946450191262	0.282790579171678	-7.67162933173801	1.69825122930233e-14	2.43451983961254e-12
ENSMUSG00000024065	1137.19570808106	-0.446021253177568	0.0582746729004234	-7.65377531916318	1.95163145380499e-14	2.75321116778345e-12
ENSMUSG00000022076	127.018135331791	-1.31618314186723	0.172947666931279	-7.61029717960994	2.73466394243594e-14	3.81192620261696e-12
ENSMUSG00000040899	22.5727669072793	1.66493859529225	0.219109103702873	7.59867375273471	2.99180964203645e-14	4.12130577630644e-12
ENSMUSG00000069041	10.0158993890998	4.76489366320599	0.628025084985188	7.58710723046735	3.27126362281955e-14	4.45386346041793e-12
ENSMUSG00000001473	35.3554825779422	-1.37193890977284	0.181973091394694	-7.53924055066549	4.72716283225784e-14	6.36210914975943e-12
ENSMUSG00000028575	5.62448066154212	-4.76039419610614	0.640978360173876	-7.42676273004724	1.11287727055954e-13	1.48075908647519e-11
ENSMUSG00000032425	59.1510403179303	1.04051298747071	0.140452579688006	7.40828676683658	1.27941418148118e-13	1.68322029786103e-11
ENSMUSG00000058126	66.0161975045172	1.00034438241627	0.135583561366568	7.37806539622983	1.60606082088176e-13	2.08948512796717e-11
ENSMUSG00000064023	21.2392619409088	1.91359907065431	0.259913793821598	7.36243753176018	1.80581940908653e-13	2.32355378692243e-11
ENSMUSG00000022220	42.3355993282825	-0.903610575479651	0.122878200062802	-7.35370940506797	1.92780607101271e-13	2.45355231363998e-11
ENSMUSG00000038252	253.811341549117	-0.614354341565758	0.0836687997185795	-7.34269337712675	2.09337742829958e-13	2.63562971053331e-11
ENSMUSG00000036905	363.925413257902	-0.910213184943951	0.124229533403453	-7.3268663256418	2.35596607573127e-13	2.93468157241888e-11
ENSMUSG00000022899	342.472037268214	0.956059434682697	0.130763657660486	7.3113543303064	2.64463125614995e-13	3.22562368523539e-11
ENSMUSG00000046338	19.1199526036787	1.85962587363175	0.254340886790976	7.31154906745307	2.64080055685095e-13	3.22562368523539e-11
ENSMUSG00000068758	16.8334906912686	1.96133479010478	0.270101656626456	7.26146893951584	3.8290893824961e-13	4.62214511130379e-11
ENSMUSG00000078552	13.1624129272114	-1.78862094287435	0.246495484581747	-7.25620165379208	3.9811143649408e-13	4.75661919378488e-11
ENSMUSG00000026414	14.9425437497476	-3.11833969237448	0.430133062025976	-7.24970937524947	4.17666848931255e-13	4.93985973145057e-11
ENSMUSG00000006154	31.0977803924122	-1.9614140268059	0.270938443469964	-7.23933452073345	4.50891648230574e-13	5.2794903091318e-11
ENSMUSG00000078633	6.53846135077484	-3.09116680098593	0.428932455769291	-7.20665167535974	5.73444427376767e-13	6.64798099025205e-11
ENSMUSG00000034463	294.278788839941	-0.593884330456388	0.0825147103819716	-7.19731460859789	6.14099601006856e-13	6.98106041571775e-11
ENSMUSG00000046056	48.1016290227553	-1.71681470683431	0.238493381913956	-7.19858426702049	6.08409414490915e-13	6.98106041571775e-11
ENSMUSG00000034845	24.5683558891462	1.55329963370703	0.216588492812194	7.17166278567674	7.40922653893215e-13	8.34179168695736e-11
ENSMUSG00000000402	21.584213439899	-1.45354228157411	0.203012412551678	-7.15986901147782	8.07541856599001e-13	8.84466019665913e-11
ENSMUSG00000043122	17.378138159237	1.89388327676169	0.264518109172818	7.15974903451451	8.08248903443955e-13	8.84466019665913e-11
ENSMUSG00000052076	190.000266387588	-0.734085914364946	0.102516493730893	-7.16066154478448	8.02886535417248e-13	8.84466019665913e-11
ENSMUSG00000072899	5.09228749723626	5.06965730985774	0.710359077024798	7.13675305043053	9.55613011444956e-13	1.03604377324157e-10
ENSMUSG00000036860	117.702371042368	-0.807464429237539	0.113458272270009	-7.11684051838836	1.10429136980784e-12	1.18625207789724e-10
ENSMUSG00000079414	16.3710659671521	1.6889191999111	0.237738574955616	7.10410247990428	1.2110696989268e-12	1.2891286458849e-10
ENSMUSG00000039234	124.339062282971	-0.594697886128727	0.0837830628268347	-7.09806810665141	1.26512840350694e-12	1.33453950240205e-10
ENSMUSG00000023345	28.7626566846651	-1.19898705996958	0.169532619640988	-7.07230893092209	1.52376715890306e-12	1.59301693424963e-10
ENSMUSG00000041362	485.969779769977	-0.628583072927622	0.0895008979653448	-7.02320409311437	2.16837104755489e-12	2.24685456600179e-10
ENSMUSG00000024121	6.94578084633374	-4.2595854616254	0.607111142324638	-7.01615431618564	2.28058166721456e-12	2.34239743345748e-10
ENSMUSG00000040113	6.49712789055316	-2.91882227979725	0.417359589345947	-6.99354310840539	2.68029453907096e-12	2.72900597895494e-10
ENSMUSG00000044708	3808.14651551936	0.513315652146344	0.0737360031359824	6.96153344791009	3.36588619648487e-12	3.39751392022771e-10
ENSMUSG00000075542	2.52551250974342	-5.01343958166835	0.722630825819296	-6.93776047539111	3.98364378737358e-12	3.98670812874848e-10
ENSMUSG00000003559	152.222213866374	0.613046771410506	0.0885523292651997	6.92298866102699	4.42213177578752e-12	4.38802889514374e-10
ENSMUSG00000079494	8.16976900987656	-2.15050196083103	0.313537303139721	-6.85883924909791	6.94223029634232e-12	6.83080458318254e-10
ENSMUSG00000039086	902.507671614559	0.411074560153103	0.0603989164030551	6.80599230307235	1.00355077789197e-11	9.79214671528088e-10
ENSMUSG00000051599	47.036523424148	1.18873093895003	0.174749128116288	6.80249997103839	1.02819037187402e-11	9.94965377212638e-10
ENSMUSG00000074384	46.3129765187689	1.07147644282247	0.157758549681298	6.791875590813	1.10684982156998e-11	1.06230365252155e-09
ENSMUSG00000020014	14.7198406887341	1.9838146227707	0.293089832766031	6.76862313526362	1.30013710541175e-11	1.22876342721988e-09
ENSMUSG00000028009	3.09725417905763	4.89123793679937	0.722771790540121	6.76733375709668	1.31177238365774e-11	1.22876342721988e-09
ENSMUSG00000076439	779.010720011574	-0.720843032388353	0.106504290568048	-6.76820650645799	1.30388564301998e-11	1.22876342721988e-09
ENSMUSG00000069874	34.0193324852793	-1.02322463014333	0.151452855281846	-6.75606034788293	1.41794378074971e-11	1.31767489911098e-09
ENSMUSG00000027636	5.87208769362322	-2.64110249285687	0.391585718315535	-6.74463436567087	1.53412860951701e-11	1.41441825896336e-09
ENSMUSG00000061815	6.63362085186867	3.40275335080226	0.505817685470829	6.72723285196105	1.72919907707948e-11	1.58181187449404e-09
ENSMUSG00000034205	8.92622277593123	-2.36976135502807	0.352358071369351	-6.72543513993757	1.7506846326143e-11	1.58905165606828e-09
ENSMUSG00000000958	25.8870234870859	-1.0935125250585	0.164556867389252	-6.64519532005823	3.02815241872072e-11	2.70661348632068e-09
ENSMUSG00000034768	31.3900883564616	1.0271834050793	0.154555446246751	6.64605117466638	3.01060622495105e-11	2.70661348632068e-09
ENSMUSG00000073403	2.88264564802894	4.83678826293597	0.728452495480125	6.6398128813438	3.14081619181813e-11	2.78604672651504e-09
ENSMUSG00000032517	949.614711567882	-0.903615526232405	0.136239620283611	-6.63254583616235	3.29945832008104e-11	2.90476371953601e-09
ENSMUSG00000037872	502.641391119203	-0.584617312472425	0.0881693357825608	-6.63061944703975	3.34281039121571e-11	2.92096767692125e-09
ENSMUSG00000007035	10.4598262392394	2.20000019193338	0.333470380113293	6.59728816450192	4.18746376878013e-11	3.63192690878863e-09
ENSMUSG00000032066	31.3666456203144	-1.0600047901018	0.161033767595686	-6.58250009254702	4.62602516704761e-11	3.98280357948239e-09
ENSMUSG00000078201	98.0529324897279	1.0990131436805	0.167027179875562	6.57984613342145	4.70935360234943e-11	4.02495046203719e-09
ENSMUSG00000033417	280.172637190795	-0.6173893643804	0.0939883670434636	-6.56878488052566	5.07275063234652e-11	4.30411863435836e-09
ENSMUSG00000043719	6.59158894977104	3.68271261710447	0.561868068440078	6.55440809677766	5.58630055590179e-11	4.70575490712619e-09
ENSMUSG00000031492	30.6082648643742	1.58760439211075	0.243657177939019	6.51573003323584	7.23369734663587e-11	6.04995444512567e-09
ENSMUSG00000027375	570.216305693961	-0.808447942931162	0.124366907762203	-6.50050690716666	8.00498135946167e-11	6.64357292991722e-09
ENSMUSG00000029298	5.40015295349914	-2.72320359445197	0.418984464786028	-6.49953357063654	8.05694214747839e-11	6.64357292991722e-09
ENSMUSG00000035238	8.06122995017883	3.735659481703	0.578027003036002	6.46277675970498	1.02798894741532e-10	8.41728852117903e-09
ENSMUSG00000045954	105.90610734351	-0.639236885805488	0.0991179958437491	-6.44925152454848	1.12403881739432e-10	9.13984063393758e-09
ENSMUSG00000042734	590.125966377568	-0.41605822727607	0.0646322484965435	-6.43731630810152	1.21604351380457e-10	9.81976103664666e-09
ENSMUSG00000033177	34.3731794695732	1.17819876730029	0.183253038723519	6.42935459901368	1.28146870719387e-10	1.02772034880363e-08
ENSMUSG00000041735	3.14980417704294	4.70042326506679	0.731212257719181	6.42826103562389	1.29071958217794e-10	1.02809765902867e-08
ENSMUSG00000053475	71.2403262093055	-1.18471004224101	0.184375801996592	-6.42551804201999	1.31421176032466e-10	1.03973685821902e-08
ENSMUSG00000010797	152.043841291518	0.817455743128837	0.127806736282317	6.39603018516275	1.59468492330907e-10	1.25316548771986e-08
ENSMUSG00000028024	36.1279908831155	-1.02182298330889	0.160545171101392	-6.36470705595723	1.95662809616873e-10	1.52734389186931e-08
ENSMUSG00000037071	2594.1686059125	-0.430480418745496	0.0679932798378593	-6.3312200819264	2.43230111834948e-10	1.88608038375854e-08
ENSMUSG00000047828	4.90764948769834	-3.12312623572788	0.494837203865641	-6.31142163792493	2.76483788231927e-10	2.12983465553134e-08
ENSMUSG00000032398	158.531590002852	-0.772169221458739	0.122419001788904	-6.30759285874791	2.83408547793018e-10	2.16890894516892e-08
ENSMUSG00000018102	94.1181976293837	-1.01736116134707	0.161530011712965	-6.29827949963188	3.00967466995929e-10	2.2883299162697e-08
ENSMUSG00000015305	1132.20992088782	-0.412369316163677	0.0655200211121484	-6.29379095372754	3.09804983779178e-10	2.34032680972283e-08
ENSMUSG00000038760	46.9186206047785	1.38121565821656	0.219578910245139	6.29029289140091	3.1686754366509e-10	2.37833465947086e-08
ENSMUSG00000040848	80.9372513725367	-0.650467159217149	0.103857390773231	-6.26308011759531	3.77446565986849e-10	2.81498206442039e-08
ENSMUSG00000041782	15.660326775222	-1.32884878216507	0.213505175344991	-6.22396520373735	4.84744632432793e-10	3.59232588680732e-08
ENSMUSG00000032091	10.559594673978	1.87573488652843	0.301523364632525	6.22086082388486	4.94434606433655e-10	3.64109107341614e-08
ENSMUSG00000052730	3.04963733850192	-4.67708328222352	0.755417971194051	-6.1913847175633	5.96379484361815e-10	4.36437961399531e-08
ENSMUSG00000025931	1882.05193417786	-0.567842168051806	0.0917465051489011	-6.1892512104981	6.04506798053426e-10	4.39637894311029e-08
ENSMUSG00000079103	4.06376903239722	-4.0032761422352	0.648147068868522	-6.17649347581524	6.5540916681412e-10	4.73715181125095e-08
ENSMUSG00000048376	90.5645963865661	0.729593567211469	0.118179386426401	6.17361106089206	6.67476240225168e-10	4.79477257472178e-08
ENSMUSG00000074657	39220.6430082814	-0.460419880670565	0.0747497648172959	-6.15948266587765	7.29829684365893e-10	5.21071693551234e-08
ENSMUSG00000025450	30.5147187872821	-1.16511239208216	0.191171775892631	-6.09458371478709	1.09722601744655e-09	7.78631481107982e-08
ENSMUSG00000000560	921.853280693442	0.986623779338883	0.16197949072475	6.09104137149955	1.12178553553638e-09	7.91264267204546e-08
ENSMUSG00000027858	507.381707273241	-0.854892118008451	0.140553977806724	-6.08230468712891	1.18467166356101e-09	8.30617994529093e-08
ENSMUSG00000033863	2304.83596809386	-0.456983806477167	0.0751476669175212	-6.08114430190804	1.1932783735186e-09	8.31672409257697e-08
ENSMUSG00000070357	15.3119368232002	1.60096200120287	0.263380126254436	6.07852241537873	1.21295028999487e-09	8.40380766008869e-08
ENSMUSG00000009075	236.115719148579	0.508284736964963	0.0836612867795238	6.07550704191854	1.23596555703993e-09	8.51289453375324e-08
ENSMUSG00000030134	4198.76432131658	-0.358906853476624	0.0594432521771774	-6.03780648486158	1.56223252468298e-09	1.06971816558555e-07
ENSMUSG00000031538	335.707475832334	-0.454726688827974	0.0754298242848586	-6.02847339416716	1.65515638183166e-09	1.12675732993412e-07
ENSMUSG00000028758	115.490776821228	-0.791012713378341	0.131434880747468	-6.01828608113666	1.76273462602594e-09	1.19305547607733e-07
ENSMUSG00000044519	63.1551090064158	-0.823164338574495	0.137067208701489	-6.00555265094235	1.90681272330581e-09	1.28315345845907e-07
ENSMUSG00000023918	15.9394318265158	-1.48393152632637	0.24870766319101	-5.9665693742082	2.42293748146631e-09	1.61727462657063e-07
ENSMUSG00000024174	49.1978395048741	-0.96098143571755	0.161075523727715	-5.96603017937109	2.43095340572577e-09	1.61727462657063e-07
ENSMUSG00000030878	262.553751005913	-0.638993178589016	0.107304359072009	-5.95496011639384	2.60135262104634e-09	1.72086089490574e-07
ENSMUSG00000003477	4.59391857968173	-3.15308664571466	0.52983380066978	-5.95108624955362	2.6636866009716e-09	1.75019753583366e-07
ENSMUSG00000006740	2430.78823119001	-0.501501653960217	0.0842809458122999	-5.95035626530699	2.67559449068431e-09	1.75019753583366e-07
ENSMUSG00000020019	30.350373608631	1.03368821921072	0.173983699235898	5.94129348755358	2.82781816530152e-09	1.83949571652864e-07
ENSMUSG00000029838	1468.1255141668	-0.407404306491821	0.0686631138155412	-5.93337942095498	2.96761966287247e-09	1.91977119516982e-07
ENSMUSG00000048677	25.722897513558	-1.01861667588121	0.171782366345729	-5.92969288728472	3.03501796988841e-09	1.95258381370458e-07
ENSMUSG00000022177	27.9353101283325	0.937191738539497	0.158423721021843	5.9157286073989	3.30409634372845e-09	2.11408000484789e-07
ENSMUSG00000003039	458.342438000983	0.521092982846953	0.0882707373687812	5.90334915488367	3.56195310291041e-09	2.26667983054228e-07
ENSMUSG00000039252	1894.43355868795	-0.35464339577077	0.0602025306324576	-5.89083867480426	3.84240525085996e-09	2.43193097742267e-07
ENSMUSG00000002308	146.358298143838	0.544437176417317	0.092723420078722	5.87162526959307	4.31543322815773e-09	2.71663482088704e-07
ENSMUSG00000039194	154.489199773482	-0.516967599218345	0.0881114127002364	-5.86720361614356	4.43206275712948e-09	2.77513491033311e-07
ENSMUSG00000049562	63.9994747836617	0.829984138632111	0.141736339358104	5.85583162646183	4.74628895263074e-09	2.95607964608263e-07
ENSMUSG00000045813	51.8487152193298	0.826845676539519	0.141222596323774	5.854910602577	4.77266670408564e-09	2.95678065810258e-07
ENSMUSG00000073427	2.47347930878834	4.58304915336766	0.783204161588401	5.85166598715828	4.86673245078655e-09	2.99918790875051e-07
ENSMUSG00000024210	10.3973121385017	1.56839245531898	0.268723097474102	5.83646314760915	5.33205490824288e-09	3.25172036044875e-07
ENSMUSG00000078853	29.9809170796615	-0.935091648154673	0.160203140556393	-5.83691209115537	5.31771343670696e-09	3.25172036044875e-07
ENSMUSG00000014426	732.446020102055	0.284737609029634	0.0488475161909936	5.82911130867558	5.5723327437903e-09	3.38064477186739e-07
ENSMUSG00000026587	4988.86749784801	0.426494204139535	0.0732227695959704	5.82461174977196	5.72455231293584e-09	3.45509190887453e-07
ENSMUSG00000032556	37.2701339109411	-0.941048137467078	0.161594122691674	-5.82352948109769	5.76176449886517e-09	3.45971797524166e-07
ENSMUSG00000044573	3.93127027263095	-3.36556888152491	0.578873387971891	-5.81399827916831	6.09980412894945e-09	3.64401053805455e-07
ENSMUSG00000021025	183.181346695903	-0.475432882880492	0.0818123302387133	-5.81126196373171	6.20036493026741e-09	3.68528289180209e-07
ENSMUSG00000048856	14.4538547584063	-1.43180781421053	0.246542197530518	-5.80755679373425	6.33910520987161e-09	3.74871630820135e-07
ENSMUSG00000050211	5.93348116914299	2.4485249305244	0.422556718068588	5.79454739642067	6.85056756818125e-09	4.0308188771776e-07
ENSMUSG00000043773	91.1630047536654	0.865106995804934	0.149358029591387	5.7921693140415	6.94830416584169e-09	4.06788467389202e-07
ENSMUSG00000059994	2.73556183322007	-3.96889825703547	0.68553924481758	-5.78945448716299	7.06153872675742e-09	4.1136097985872e-07
ENSMUSG00000046805	219.88731973573	-0.520548624413464	0.0900319620105429	-5.78182028680556	7.38966271617553e-09	4.28344360117323e-07
ENSMUSG00000049608	25.8318493347194	-1.07009626396949	0.185510008635767	-5.7684017797149	8.00268319477215e-09	4.6159318979107e-07
ENSMUSG00000030718	2598.46542131137	0.418576645699387	0.0725886940042163	5.76641653967591	8.09747807558959e-09	4.64771425426855e-07
ENSMUSG00000027387	59.9650914164198	-0.800489835581509	0.138915639425954	-5.76241695239931	8.29178459893114e-09	4.73602467653096e-07
ENSMUSG00000040936	26.8767391883359	-1.03800880722859	0.180311326161931	-5.75675876454037	8.57443051271103e-09	4.87368965404531e-07
ENSMUSG00000020475	80.6137537456085	0.8599000297119	0.149939900695587	5.73496464732025	9.75326877004833e-09	5.51695768253604e-07
